tag,page,page_width,page_height,text,x0,x1,top,doctop,bottom,upright,direction
,0,612,792,STATIONNEMENT,176.66,264.62,142.82000000000005,142.82000000000005,154.82000000000005,True,1
,0,612,792,PENDANT,267.53,316.286,142.82000000000005,142.82000000000005,154.82000000000005,True,1
,0,612,792,LA,319.13,331.322,142.82000000000005,142.82000000000005,154.82000000000005,True,1
,0,612,792,PÉRIODE,334.13,377.882,142.82000000000005,142.82000000000005,154.82000000000005,True,1
,0,612,792,HIVERNALE,380.59,437.086,142.82000000000005,142.82000000000005,154.82000000000005,True,1
,0,612,792,Extrait,82.224,111.70080000000002,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,du,116.14992000000001,127.46592,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,règlement,131.85984000000002,177.70448,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,SQ-2019-01,182.03216000000003,234.48728000000003,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,-,238.97,242.34824,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,Concernant,246.77,297.98168,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,la,302.4308,310.64456,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,"circulation,",315.01640000000003,364.45352,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,le,368.88056000000006,376.69688,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,"stationnement,",381.11288,449.14135999999996,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,la,453.5683999999999,461.7821599999999,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,paix,466.1539999999999,484.7563999999998,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,et,489.1834399999998,498.15895999999975,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,le,502.60807999999975,510.2808799999998,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,bon,514.7079199999998,531.6874399999998,170.54000000000008,170.54000000000008,181.58000000000004,True,1
,0,612,792,ordre.,82.224,109.24207999999999,183.98000000000002,183.98000000000002,195.01999999999998,True,1
,0,612,792,La,82.224,92.18208000000001,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,Ville,94.67712,114.00816,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,tient,116.5032,137.62272,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,à,140.11776,145.40592,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,rappeler,147.93408,185.84544,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,qu’il,188.42,208.41343999999998,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,est,210.9416,224.64224,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,interdit,227.15936,261.4496,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,de,263.96672,275.40415999999993,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,stationner,277.86607999999995,325.13935999999995,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,sur,327.55711999999994,341.8097599999999,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,tous,344.3379199999999,364.3644799999999,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,les,366.78223999999983,379.45615999999984,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,chemins,381.87391999999977,419.86255999999986,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,publics,422.3796799999998,454.5060799999998,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,tous,457.02319999999986,477.0497599999998,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,les,479.4675199999999,492.14143999999993,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,jours,494.5591999999999,517.5555199999999,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,de,520.07264,531.55424,215.30000000000007,215.30000000000007,226.34000000000003,True,1
,0,612,792,minuit,82.224,112.31903999999999,228.74,228.74,239.77999999999997,True,1
,0,612,792,à,116.75712,122.21088,228.74,228.74,239.77999999999997,True,1
,0,612,792,7,126.58272000000001,132.18,228.74,228.74,239.77999999999997,True,1
,0,612,792,"h,",136.64016,145.3728,228.74,228.74,239.77999999999997,True,1
,0,612,792,du,149.83296,161.64576000000002,228.74,228.74,239.77999999999997,True,1
,0,612,792,1er,166.02864,177.69078000000002,227.83999999999992,227.83999999999992,239.77999999999997,True,1
,0,612,792,novembre,180.26,227.0696,228.74,228.74,239.77999999999997,True,1
,0,612,792,au,231.48559999999998,242.81264000000002,228.74,228.74,239.77999999999997,True,1
,0,612,792,15,247.19552,258.4232,228.74,228.74,239.77999999999997,True,1
,0,612,792,avril,262.88336,282.85472,228.74,228.74,239.77999999999997,True,1
,0,612,792,inclusivement,287.19344,350.9935999999999,228.74,228.74,239.77999999999997,True,1
,0,612,792,de,355.4316799999999,366.8691199999999,228.74,228.74,239.77999999999997,True,1
,0,612,792,chaque,371.26303999999993,404.53759999999994,228.74,228.74,239.77999999999997,True,1
,0,612,792,"année,",408.9315199999999,440.23,228.74,228.74,239.77999999999997,True,1
,0,612,792,à,444.76744,450.0556,228.74,228.74,239.77999999999997,True,1
