tag,page,page_width,page_height,r,g,b,text,x0,x1,top,doctop,bottom,upright,direction
,1,612,1008,0,0,0,RÈGLEMENT,302.69,389.05004,101.60840000000007,101.60840000000007,115.64840000000004,True,1
,1,612,1008,0,0,0,1274,392.47,422.95696000000004,101.60840000000007,101.60840000000007,115.64840000000004,True,1
,1,612,1008,0,0,0,concernant,232.49,287.07176,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,la,290.09,298.62392,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,citation,301.69304,336.54632,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,du,339.62647999999996,351.90295999999995,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,Théâtre,354.79,392.82904,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,Sainte-Adèle,395.7988,458.8468,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,à,461.95,468.08824,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,titre,471.058,489.41751999999997,129.29840000000002,129.29840000000002,140.33839999999998,True,1
,1,612,1008,0,0,0,d’immeuble,304.37,360.65192,142.01840000000004,142.01840000000004,153.0584,True,1
,1,612,1008,0,0,0,patrimonial,363.72104,417.55207999999993,142.01840000000004,142.01840000000004,153.0584,True,1
,1,612,1008,0,0,0,Séance,106.46,143.81936,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,ordinaire,147.49568,190.34192,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,du,193.90784,206.18431999999999,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,conseil,209.81,243.94568,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,"municipal,",247.59992,297.09224,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,tenue,300.7244,328.38824,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,publiquement,331.99,397.90984,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,le,401.66344000000004,410.19736,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,19,413.83,426.10648,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,août,429.66136,451.11208,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,2019,454.73319999999995,479.10952,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,à,482.86,488.99824,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,19,492.58,504.85648,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,"h,",508.42,517.48384,180.41840000000002,180.41840000000002,191.45839999999998,True,1
,1,612,1008,0,0,0,dans,106.46,130.3616,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,la,135.25232,143.78624,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,salle,148.67695999999998,171.25375999999997,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,du,176.14448,188.42095999999998,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,conseil,193.22,227.47712,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,municipal,232.25,278.72839999999997,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,située,283.586,312.99656,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,au,317.76584,330.04232,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,"1386,",334.80056,362.23496,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,rue,367.15,383.13592,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,"Dumouchel,",388.01559999999995,446.62695999999994,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,"Sainte-Adèle,",451.47352,517.48672,193.01840000000004,193.01840000000004,204.0584,True,1
,1,612,1008,0,0,0,lieu,106.46,123.52783999999998,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,ordinaire,126.71839999999999,169.56463999999997,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,des,172.77727999999996,190.54063999999997,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,séances,193.76431999999997,234.76472,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,à,237.9884,244.12664,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,laquelle,247.33928,285.26167999999996,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,sont,288.53,309.24104,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,présents,312.53,354.64759999999995,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,les,357.91,371.96392000000003,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,membres,375.17656,421.10296,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,du,424.21624,436.49272,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,conseil,439.68328,473.81895999999995,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,suivants,476.98744,517.30552,205.73840000000007,205.73840000000007,216.77840000000003,True,1
,1,612,1008,0,0,0,formant,106.46,143.8304,218.33839999999998,218.33839999999998,229.37839999999994,True,1
,1,612,1008,0,0,0,le,146.87743999999998,155.41136,218.33839999999998,218.33839999999998,229.37839999999994,True,1
,1,612,1008,0,0,0,quorum,158.39216,195.76255999999998,218.33839999999998,218.33839999999998,229.37839999999994,True,1
,1,612,1008,0,0,0,:,198.86,201.92912,218.33839999999998,218.33839999999998,229.37839999999994,True,1
,1,612,1008,0,0,0,Monsieur,106.46,151.64672,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,Pierre,154.82,184.21952,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,Lafond,187.20031999999998,220.92751999999996,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,Conseiller,276.29,325.09783999999996,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,du,328.2332,340.50968,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,district,343.58984,375.35176,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,1,378.5092,384.64744,243.65840000000003,243.65840000000003,254.6984,True,1
,1,612,1008,0,0,0,Monsieur,106.46,151.64672,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,Roch,154.82,180.53215999999998,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,Bédard,183.61231999999998,219.128,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,Conseiller,276.29,325.09783999999996,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,du,328.2332,340.50968,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,district,343.58984,375.35176,256.25840000000005,256.25840000000005,267.2984,True,1
,1,612,1008,0,0,0,2,378.5092,384.64744,256.25840000000005,256.25840000000005,267.2984,True,1
