tag,page,page_width,page_height,text,x0,x1,top,doctop,bottom,upright,direction
,0,612,1008,RÈGLEMENT,294.05,361.394,59.4384,59.4384,70.47839999999997,True,1
,0,612,1008,NUMÉRO,364.13192000000004,411.96824,59.4384,59.4384,70.47839999999997,True,1
,0,612,1008,1309,414.79,438.56848,59.4384,59.4384,70.47839999999997,True,1
,0,612,1008,décrétant,239.33,285.22712,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,l’identification,288.38455999999996,354.44216,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,de,357.41192,369.6884,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,Pauline,372.76856,409.39928,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,Rochon,412.47944,450.43496,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,comme,453.55,489.55144,87.12800000000004,87.12800000000004,98.168,True,1
,0,612,1008,personnage,310.01,368.246,99.84799999999996,99.84799999999996,110.88799999999992,True,1
,0,612,1008,historique,371.32615999999996,418.99688,99.84799999999996,99.84799999999996,110.88799999999992,True,1
,0,612,1008,Séance,106.46,143.81936,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,ordinaire,147.5,190.21375999999998,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,du,193.94,206.21648,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,conseil,209.77136,243.90704,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,"municipal,",247.56127999999998,297.10952,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,tenue,300.75271999999995,328.38584,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,exclusivement,331.99,401.542,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,par,405.17416,421.09383999999994,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,vidéoconférence,424.726,505.39527999999996,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,le,509.02,517.5539200000001,138.24800000000005,138.24800000000005,149.288,True,1
,0,612,1008,17,106.46,118.73647999999999,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,mai,121.46336,139.28192,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,2021,141.98,166.49983999999998,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,à,169.10528,175.24352,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,"19h,",177.98144,199.31912,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,à,202.13,208.26824,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,laquelle,211.00616,248.69672,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,sont,251.45,272.28247999999996,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,présents,275.09,317.32903999999996,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,les,319.97,334.02392000000003,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,membres,336.67,382.64056,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,du,385.25704,397.53352,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,conseil,400.2604,434.39608,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,suivants,437.10087999999996,477.5404,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,formant,480.17895999999996,517.54936,150.84799999999996,150.84799999999996,161.88799999999992,True,1
,0,612,1008,le,106.46,114.99391999999999,163.56799999999998,163.56799999999998,174.60799999999995,True,1
,0,612,1008,quorum,118.06303999999999,155.48863999999998,163.56799999999998,163.56799999999998,174.60799999999995,True,1
,0,612,1008,:,158.54,161.60912,163.56799999999998,163.56799999999998,174.60799999999995,True,1
,0,612,1008,Monsieur,106.46,151.76816,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,Pierre,154.91456,184.19263999999998,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,Lafond,187.17343999999997,220.91168,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,Conseiller,276.29,325.09783999999996,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,du,328.2332,340.50968,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,district,343.58984,375.3188,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,1,378.47624,384.61448,188.88800000000003,188.88800000000003,199.928,True,1
,0,612,1008,Monsieur,106.46,151.76816,201.48800000000006,201.48800000000006,212.52800000000002,True,1
,0,612,1008,Roch,154.91456,180.62671999999998,201.48800000000006,201.48800000000006,212.52800000000002,True,1
,0,612,1008,Bédard,183.58543999999998,219.10111999999998,201.48800000000006,201.48800000000006,212.52800000000002,True,1
