tag,page,page_width,page_height,r,g,b,text,x0,x1,top,doctop,bottom,upright,direction
,1,612,792,,,,Ville,245.4,272.61906,214.99968,214.99968,228.97968000000003,True,1
,1,612,792,,,,de,276.105672,289.309782,214.99968,214.99968,228.97968000000003,True,1
,1,612,792,,,,Sainte-Adèle,292.796394,366.659724,214.99968,214.99968,228.97968000000003,True,1
,1,612,792,,,,VIDANGE,216.48,334.907232,291.50178,291.50178,317.48178,True,1
,1,612,792,,,,DES,342.121878,395.557542,291.50178,291.50178,317.48178,True,1
,1,612,792,,,,BOUES,229.44401999999997,321.88086,351.30774,351.30774,377.28774000000004,True,1
,1,612,792,,,,DES,329.09810400000003,382.53896399999996,351.30774,351.30774,377.28774000000004,True,1
,1,612,792,,,,FOSSES,175.27571999999998,280.74153,411.06174000000004,411.06174000000004,437.04174000000006,True,1
,1,612,792,,,,SEPTIQUES,287.958774,436.77221399999996,411.06174000000004,411.06174000000004,437.04174000000006,True,1
,1,612,792,,,,1092-2007,248.64,363.4032,495.8640000000001,495.8640000000001,519.864,True,1
,1,612,792,,,,23/11/07,70.92,101.989332,686.58368,686.58368,694.56368,True,1
O,2,612,792,,,,Ville,89.88,106.8054,37.23900000000003,829.239,46.23900000000003,True,1
O,2,612,792,,,,de,109.3677,119.3568,37.23900000000003,829.239,46.23900000000003,True,1
O,2,612,792,,,,Sainte-Adèle,121.8561,173.38919999999993,37.23900000000003,829.239,46.23900000000003,True,1
O,2,612,792,,,,1-1,510.5399,522.05504,37.14368000000002,829.14368,45.12367999999992,True,1
,2,612,792,,,,Règlement,89.88,133.38960000000003,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,relatif,135.9006,157.88580000000002,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,à,160.3968,165.4008,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,la,167.91179999999997,174.90299999999996,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,vidange,177.414,208.91219999999996,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,des,211.48619999999994,225.97259999999994,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,fosses,228.48359999999994,254.43959999999993,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,septiques,256.9505999999999,295.5011999999998,47.56200000000001,839.562,56.56200000000001,True,1
,2,612,792,,,,1092-2007,298.0121999999998,341.0537999999998,47.56200000000001,839.562,56.56200000000001,True,1
