tag,page,page_width,page_height,text,x0,x1,top,doctop,bottom,upright,direction
,0,612,1008,RÈGLEMENT,349.27,435.63004,99.08839999999998,99.08839999999998,113.12839999999994,True,1
,0,612,1008,1323,439.16812,469.63624,99.08839999999998,99.08839999999998,113.12839999999994,True,1
,0,612,1008,Concernant,283.37,340.34744,127.37840000000006,127.37840000000006,138.41840000000002,True,1
,0,612,1008,les,345.28231999999997,359.33624,127.37840000000006,127.37840000000006,138.41840000000002,True,1
,0,612,1008,plans,364.22695999999996,390.5132,127.37840000000006,127.37840000000006,138.41840000000002,True,1
,0,612,1008,d’aménagement,395.426,474.21847999999994,127.37840000000006,127.37840000000006,138.41840000000002,True,1
,0,612,1008,d’ensemble,479.17544,535.2365599999999,127.37840000000006,127.37840000000006,138.41840000000002,True,1
,0,612,1008,(PAE),283.37,312.71432,140.09840000000008,140.09840000000008,151.13840000000005,True,1
,0,612,1008,Séance,132.62,169.97935999999999,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,ordinaire,174.85904,217.70528000000002,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,du,222.596,234.87248,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,conseil,239.75216,273.8768,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,"municipal,",278.7344,328.22672,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,tenue,333.18368,360.81679999999994,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,en,365.69647999999995,377.82944,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,"visioconférence,",382.72015999999996,462.2081599999998,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,le,467.1651199999998,475.69903999999974,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,21,480.82,493.09648,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,mars,497.86,522.21424,178.49840000000006,178.49840000000006,189.53840000000002,True,1
,0,612,1008,"2022,",132.62,160.17584,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,à,165.97184,172.11007999999998,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,laquelle,177.71839999999997,215.5304,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,sont,221.26015999999998,241.97119999999995,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,présents,247.76719999999995,289.96207999999996,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,les,295.62559999999996,309.6795199999999,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,membres,315.28783999999996,361.1038399999999,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,du,366.7121599999999,378.84511999999995,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,conseil,384.5748799999999,418.8319999999999,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,suivants,424.5286399999999,464.8467199999998,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,formant,470.4771199999998,507.72607999999974,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,le,513.5220799999997,522.0559999999997,191.09840000000008,191.09840000000008,202.13840000000005,True,1
,0,612,1008,quorum,132.62,170.01247999999998,203.8184,203.8184,214.85839999999996,True,1
,0,612,1008,:,173.06,176.12912,203.8184,203.8184,214.85839999999996,True,1
,0,612,1008,Monsieur,132.62,177.92816000000002,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,Richard,181.07456,218.87552,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,Allard,221.94464,250.04143999999997,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,Conseiller,337.85,386.65784,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,du,389.7932,402.06968,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,district,405.14984000000004,436.8788,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,1,440.03624,446.17448,229.13840000000005,229.13840000000005,240.1784,True,1
,0,612,1008,Madame,132.62,175.5656,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,Arielle,178.56848,209.04992,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,Beaudin,212.11903999999998,252.49231999999998,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,Conseillère,337.85,392.79608,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,du,395.90936,408.18584,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,district,411.266,442.99496,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,2,446.1524,452.29064,241.73840000000007,241.73840000000007,252.77840000000003,True,1
,0,612,1008,Monsieur,132.62,177.92816000000002,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,Alexandre,181.07456,230.52272,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,Laganière,233.59184,282.45488,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,Conseiller,337.85,386.65784,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,du,389.7932,402.06968,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,district,405.14984000000004,436.8788,254.45839999999998,254.45839999999998,265.49839999999995,True,1
,0,612,1008,3,440.03624,446.17448,254.45839999999998,254.45839999999998,265.49839999999995,True,1
