tag,page,page_width,page_height,r,g,b,text,x0,x1,top,doctop,bottom,upright,direction
,1,603.84,995.16,0,0,0,RÈGLEMENT,316.03,402.39004,81.20839999999998,81.20839999999998,95.24839999999995,True,1
,1,603.84,995.16,0,0,0,1291,405.94,436.42696,81.20839999999998,81.20839999999998,95.24839999999995,True,1
,1,603.84,995.16,0,0,0,décrétant,232.37,278.27432,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,un,282.03896,294.31543999999997,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,emprunt,297.99176,338.37608,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,de,342.19,354.46648,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,385,358.15,376.53159999999997,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,000,380.21896,398.60056,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,$,402.34,408.47823999999997,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,pour,412.18,434.23792,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,la,437.96944,446.50336,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,réalisation,450.19072,500.23503999999997,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,de,504.04384,516.32032,109.49839999999995,109.49839999999995,120.53839999999991,True,1
,1,603.84,995.16,0,0,0,travaux,232.37,268.61431999999996,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,de,274.94024,287.21672,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,réfection,293.59,335.70759999999996,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,du,342.19,354.46648,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,poste,360.78136,387.6748,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,de,394.12216,406.39864,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,surpression,412.71351999999996,469.4922399999999,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,"Savane,",475.9,516.30912,122.21839999999997,122.21839999999997,133.25839999999994,True,1
,1,603.84,995.16,0,0,0,incluant,232.37,270.25928,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,le,273.67,282.20392000000004,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,coût,285.40552,306.238,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,des,309.51688,327.1588,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,"travaux,",330.38248,369.442,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,les,372.79,386.84392,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,honoraires,390.178,442.14328,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,professionnels,445.34488,516.12232,134.8184,134.8184,145.85839999999996,True,1
,1,603.84,995.16,0,0,0,de,232.37,244.64648,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,"surveillance,",252.63944,313.69912,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,les,321.79,335.84392,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,frais,343.75,364.5052,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,"inhérents,",372.53128,420.88912,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,les,428.86,442.91392,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,taxes,450.80752,477.08272,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,et,485.10880000000003,494.31616,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,les,502.32,516.37392,147.41840000000002,147.41840000000002,158.45839999999998,True,1
,1,603.84,995.16,0,0,0,imprévus,232.37,277.12615999999997,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,pour,284.35,306.38631999999996,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,autoriser,313.61751999999996,356.26503999999994,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,une,363.60663999999997,381.98823999999996,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,dépense,389.15319999999997,431.43639999999994,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,ne,438.7117599999999,450.9882399999999,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,devant,458.14215999999993,491.09655999999995,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,pas,498.4491999999999,516.2125599999999,160.13840000000005,160.13840000000005,171.1784,True,1
,1,603.84,995.16,0,0,0,excéder,232.37,271.57304,172.73839999999996,172.73839999999996,183.77839999999992,True,1
,1,603.84,995.16,0,0,0,385,274.75,293.1316,172.73839999999996,172.73839999999996,183.77839999999992,True,1
,1,603.84,995.16,0,0,0,000,296.10136,314.48296,172.73839999999996,172.73839999999996,183.77839999999992,True,1
,1,603.84,995.16,0,0,0,$,317.47,323.60824,172.73839999999996,172.73839999999996,183.77839999999992,True,1
,1,603.84,995.16,0,0,0,Séance,106.46,143.81936,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,ordinaire,147.97039999999998,190.81664,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,du,194.85728,207.13376,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,conseil,211.16335999999995,245.29903999999996,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,"municipal,",249.42799999999994,298.92031999999995,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,tenue,303.0382399999999,330.67135999999994,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,publiquement,334.7009599999999,400.6649599999999,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,le,404.8822399999999,413.4161599999999,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,19,417.7,429.97648,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,octobre,434.00608,470.61472,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,2020,474.82,499.33984,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,à,503.25903999999997,509.39727999999997,211.25840000000005,211.25840000000005,222.29840000000002,True,1
,1,603.84,995.16,0,0,0,19,106.46,118.73647999999999,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,"h,",123.00895999999999,132.21632,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,dans,136.55504,160.45664,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,la,164.75119999999998,173.28511999999998,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,salle,177.57968,200.15648,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,Rousseau-Vermette,204.53,302.44471999999996,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,de,306.73928,319.01576,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,la,323.28824,331.82216,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,Place,336.11672,363.62839999999994,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,des,367.90088,385.66423999999995,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,"citoyens,",389.96984,433.48912,223.85839999999996,223.85839999999996,234.89839999999992,True,1
,1,603.84,995.16,0,0,0,située,437.86,467.27056,223.85839999999996,223.85839999999996,234.89839999999992,True,1
