tag,page,page_width,page_height,text,x0,x1,top,doctop,bottom,upright,direction
,0,621.84,1014.0,VILLE,108.46,137.587,96.23149999999998,96.23149999999998,105.73149999999998,True,1
,0,621.84,1014.0,DE,141.57,154.2139228,96.23149999999998,96.23149999999998,105.73149999999998,True,1
,0,621.84,1014.0,SAINTE~ADÈLE,157.93,232.09,97.00999999999999,97.00999999999999,105.88999999999999,True,1
,0,621.84,1014.0,PROVINCE,109.13,161.63555,118.0815,118.0815,127.5815,True,1
,0,621.84,1014.0,DE,165.81,178.45392280000002,118.0815,118.0815,127.5815,True,1
,0,621.84,1014.0,QUÉBEC,181.81,222.13750000000002,118.0815,118.0815,127.5815,True,1
,0,621.84,1014.0,COMTÉ,108.85,143.4794,139.91150000000005,139.91150000000005,149.41150000000005,True,1
,0,621.84,1014.0,DE,147.33,160.21675000000002,139.91150000000005,139.91150000000005,149.41150000000005,True,1
,0,621.84,1014.0,BERTRAND,164.10700000000003,218.53535000000005,139.91150000000005,139.91150000000005,149.41150000000005,True,1
,0,621.84,1014.0,RÈGLEMENT,243.11,316.88624,201.9198,201.9198,213.3198,True,1
,0,621.84,1014.0,NO,321.11,339.17742000000004,201.9198,201.9198,213.3198,True,1
,0,621.84,1014.0,..1,339.77,355.1235756,201.9198,201.9198,213.3198,True,1
,0,621.84,1014.0,173-2012,355.7695806,414.8790381,201.9198,201.9198,213.3198,True,1
,0,621.84,1014.0,À,109.45,116.38680000000001,257.18279999999993,257.18279999999993,267.5827999999999,True,1
,0,621.84,1014.0,une,120.54,136.76790000000003,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,séance,142.00050000000002,172.67600000000002,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,ordinaire,177.9865,217.78390000000002,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,du,222.86450000000002,233.48740000000004,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,conseil,238.93,268.83029999999997,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,"municiplal,",274.6215,320.117,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,tenue,325.39,350.67139999999995,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,publiquement,355.98,417.97225000000003,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,le,422.6985,430.04105,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,15,435.53,446.69193959999996,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,octobre,451.35,485.15860000000004,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,2012,490.24,512.5536000000001,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,à,517.81,523.6479999999999,257.10349999999994,257.10349999999994,267.60349999999994,True,1
,0,621.84,1014.0,"20h,",528.16,547.6045999999999,257.89649999999995,257.89649999999995,267.39649999999995,True,1
,0,621.84,1014.0,dans,109.59,130.5337,268.6965,268.6965,278.1965,True,1
,0,621.84,1014.0,la,134.6985,142.04105,268.6965,268.6965,278.1965,True,1
,0,621.84,1014.0,salle,146.56,166.67720000000003,268.6965,268.6965,278.1965,True,1
,0,621.84,1014.0,du,170.79,181.4129,268.6965,268.6965,278.1965,True,1
,0,621.84,1014.0,Conseil,185.857,217.7922,268.6965,268.6965,278.1965,True,1
,0,621.84,1014.0,municipal,222.5365,264.90459999999996,268.6965,268.6965,278.1965,True,1
