tag,page,page_width,page_height,r,g,b,text,x0,x1,top,doctop,bottom,upright,direction
,1,603.84,995.16,0,0,0,RÈGLEMENT,277.99,364.35004000000004,39.38627999999994,39.38627999999994,53.42628000000002,True,1
,1,603.84,995.16,0,0,0,NUMÉRO,367.7758,428.9902,39.38627999999994,39.38627999999994,53.42628000000002,True,1
,1,603.84,995.16,0,0,0,1212,432.46,462.94696,39.38627999999994,39.38627999999994,53.42628000000002,True,1
,1,603.84,995.16,0,0,0,décrétant,216.17,262.07432,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,des,273.15848,290.92184,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,travaux,301.95079999999996,337.9411999999999,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,de,349.09159999999997,361.36807999999996,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,relocalisation,372.3639199999999,436.57255999999995,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,du,447.57944,459.85591999999997,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,poste,470.8517599999999,497.74519999999984,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,de,508.75207999999986,521.0285599999999,68.88527999999997,68.88527999999997,79.92528000000004,True,1
,1,603.84,995.16,0,0,0,surpression,216.17,273.20264,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,et,277.59656,286.6604,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,du,291.25304,303.38599999999997,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,réservoir,307.802,350.46055999999993,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,d’eau,355.04215999999997,381.94664,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,potable,386.3516,422.48552,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,dans,426.89048,450.79208,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,le,455.19704,463.73096000000004,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,secteur,468.25736000000006,504.3250399999999,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,du,508.7962399999999,520.9291999999999,81.51840000000004,81.51840000000004,92.5584,True,1
,1,603.84,995.16,0,0,0,"Mont-Gabriel,",216.17,282.82376,94.22528,94.22528,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,pour,293.05784,314.97224,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,l’acquisition,325.19528,381.95192,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,de,392.10871999999995,404.38519999999994,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,gré,414.29911999999996,430.37335999999993,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,à,440.41976,446.558,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,gré,456.48295999999993,472.44679999999994,94.25840000000005,94.25840000000005,105.29840000000002,True,1
,1,603.84,995.16,0,0,0,ou,482.61463999999995,494.89111999999994,94.25840000000005,94.25840000000005,105.29840000000002,True,1
