sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
B-Titre,B-Tete,Règlement,21,612,1008,CIDFont+F2,#777,85,117,36,45,20196,,,
I-Titre,I-Tete,sur,21,612,1008,CIDFont+F2,#777,119,128,36,45,20196,,,
I-Titre,I-Tete,les,21,612,1008,CIDFont+F2,#777,130,138,36,45,20196,,,
I-Titre,I-Tete,permis,21,612,1008,CIDFont+F2,#777,140,160,36,45,20196,,,
I-Titre,I-Tete,et,21,612,1008,CIDFont+F2,#777,161,167,36,45,20196,,,
I-Titre,I-Tete,certificats,21,612,1008,CIDFont+F2,#777,169,196,36,45,20196,,,
I-Titre,I-Tete,numéro,21,612,1008,CIDFont+F2,#777,198,221,36,45,20196,,,
I-Titre,I-Tete,1314-2021-PC,21,612,1008,CIDFont+F2,#777,222,265,36,45,20196,,,
O,I-Tete,Chapitre,21,612,1008,CIDFont+F2,#777,348,373,36,45,20196,,,
O,I-Tete,4,21,612,1008,CIDFont+F2,#777,374,378,36,45,20196,,,
O,I-Tete,–,21,612,1008,CIDFont+F2,#777,380,384,36,45,20196,,,
O,I-Tete,Dispositions,21,612,1008,CIDFont+F2,#777,385,421,36,45,20196,,,
O,I-Tete,relatives,21,612,1008,CIDFont+F2,#777,423,447,36,45,20196,,,
O,I-Tete,aux,21,612,1008,CIDFont+F2,#777,449,459,36,45,20196,,,
O,I-Tete,permis,21,612,1008,CIDFont+F2,#777,461,481,36,45,20196,,,
O,I-Tete,de,21,612,1008,CIDFont+F2,#777,483,490,36,45,20196,,,
O,I-Tete,construction,21,612,1008,CIDFont+F2,#777,492,527,36,45,20196,,,
O,B-Section,SECTION,21,612,1008,CIDFont+F3,#222,85,136,98,112,20258,,,
O,I-Section,1,21,612,1008,CIDFont+F3,#222,139,146,98,112,20258,,,
O,I-Section,DISPOSITIONS,21,612,1008,CIDFont+F3,#222,160,242,98,112,20258,,,
O,I-Section,GÉNÉRALES,21,612,1008,CIDFont+F3,#222,245,316,98,112,20258,,,
O,B-SousSection,SOUS-SECTION,21,612,1008,CIDFont+F3,#222,85,147,138,148,20298,,,
O,I-SousSection,1.1,21,612,1008,CIDFont+F3,#222,150,161,138,148,20298,,,
