tag,page,page_width,page_height,r,g,b,text,x0,x1,top,doctop,bottom,upright,direction
,1,603.84,995.16,0,0,0,RÈGLEMENT,316.03,402.39567999999997,130.04840000000002,130.04840000000002,144.08839999999998,True,1
,1,603.84,995.16,0,0,0,1316,405.94,436.42624,130.04840000000002,130.04840000000002,144.08839999999998,True,1
,1,603.84,995.16,0,0,0,Concernant,233.69,290.66744,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,le,294.43,302.96392000000003,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,raccordement,306.77272,374.01736,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,des,377.782,395.54535999999996,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,conduites,399.25479999999993,446.42871999999994,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,privées,450.11608,485.52135999999996,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,d’eau,489.35224000000005,516.2567200000001,158.45839999999998,158.45839999999998,169.49839999999995,True,1
,1,603.84,995.16,0,0,0,potable,232.37,268.50392,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,et,271.95944000000003,281.1668,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,d’égouts,284.66648,326.34999999999997,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,aux,329.83,347.48296,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,conduites,350.81703999999996,397.99096,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,publiques,401.44647999999995,448.50999999999993,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,de,451.96551999999997,464.24199999999996,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,la,467.6754399999999,476.20935999999995,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,Ville,479.6648799999999,500.3096799999999,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,de,503.76519999999994,516.0416799999999,171.0584,171.0584,182.09839999999997,True,1
,1,603.84,995.16,0,0,0,Sainte-Adèle,232.37,295.3868,183.65840000000003,183.65840000000003,194.6984,True,1
,1,603.84,995.16,0,0,0,Séance,106.46,143.81936,222.1784,222.1784,233.21839999999997,True,1
,1,603.84,995.16,0,0,0,ordinaire,147.5,190.34624,222.1784,222.1784,233.21839999999997,True,1
,1,603.84,995.16,0,0,0,du,193.97,206.24648,222.1784,222.1784,233.21839999999997,True,1
,1,603.84,995.16,0,0,0,conseil,209.80136,243.93704,222.1784,222.1784,233.21839999999997,True,1
,1,603.84,995.16,0,0,0,"municipal,",247.59127999999998,297.10952,222.1784,222.1784,233.21839999999997,True,1
