tag,page,page_width,page_height,text,x0,x1,top,doctop,bottom,upright,direction
,0,612.12,1008.12,RÈGLEMENT,321.19,407.55003999999997,51.1884,51.1884,65.22839999999997,True,1
,0,612.12,1008.12,1329,411.07,441.55648,51.1884,51.1884,65.22839999999997,True,1
,0,612.12,1008.12,Concernant,250.73,307.71175999999997,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,les,310.72567999999995,324.77959999999996,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,ventes,327.84871999999996,360.29527999999993,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,de,363.36439999999993,375.5304799999999,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,garage,378.5995999999999,412.9671199999999,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,et,415.99,425.19736,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,les,428.22232,442.27624,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,bazars,445.34536,478.366,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,sur,481.36888,496.58199999999994,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,le,499.71736,508.25127999999995,80.8184,80.8184,91.85839999999996,True,1
,0,612.12,1008.12,territoire,293.21,333.63847999999996,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,de,336.79,349.06648,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,la,352.02520000000004,360.55912,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,Ville,363.62824,384.30616000000003,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,de,387.37528000000003,399.65176,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,Sainte-Adèle,402.754,465.7168,93.41840000000002,93.41840000000002,104.45839999999998,True,1
,0,612.12,1008.12,Séance,120.62,157.97935999999999,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,ordinaire,161.05952,203.90576,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,du,206.97487999999998,219.25135999999998,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,conseil,222.35359999999997,256.48928,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,"municipal,",259.54736,309.03968,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,tenue,312.19712,339.83024,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,publiquement,343.03,408.98295999999993,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,le,412.12935999999996,420.66328,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,19,423.79,436.06648,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,décembre,439.14664000000005,487.98760000000004,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,2022,491.14,515.63836,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,à,518.62,524.75824,134.2184000000001,134.2184000000001,145.25840000000005,True,1
,0,612.12,1008.12,"19h23,",120.62,154.28932,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,dans,159.5,183.38336,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,la,188.528,197.06192,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,salle,202.07408,224.65088,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,du,229.78448,242.06096,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,conseil,247.17248,281.42959999999994,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,municipal,286.51903999999996,332.99744,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,située,338.08687999999995,367.376,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,au,372.5096,384.78607999999997,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,"1386,",389.8976,417.61912,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,rue,422.71,438.69592,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,"Dumouchel,",443.80744,502.36912,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,lieu,507.55792,524.62576,146.8184,146.8184,157.85839999999996,True,1
,0,612.12,1008.12,ordinaire,120.62,163.46624,159.41840000000002,159.41840000000002,170.45839999999998,True,1
,0,612.12,1008.12,des,167.63936,185.40272000000002,159.41840000000002,159.41840000000002,170.45839999999998,True,1
