sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,B-Titre,Table,3,612,1008,BCDLEE+Lato,#555,113,152,117,133,2133,0,P,Document;H2;Span
O,I-Titre,des,3,612,1008,BCDLEE+Lato,#555,156,180,117,133,2133,0,P,Document;H2;Span
O,I-Titre,matières,3,612,1008,BCDLEE+Lato,#555,184,245,117,133,2133,0,P,Document;H2;Span
O,B-TOC,Mot,3,612,1008,BCDKEE+ArialNarrow,#00f,113,126,167,176,2183,2,P,Document;H1;Span
O,I-TOC,de,3,612,1008,BCDKEE+ArialNarrow,#00f,128,136,167,176,2183,2,P,Document;H1;Span
O,I-TOC,la,3,612,1008,BCDKEE+ArialNarrow,#00f,138,144,167,176,2183,2,P,Document;H1;Span
O,I-TOC,mairesse,3,612,1008,BCDKEE+ArialNarrow,#00f,146,176,167,176,2183,2,P,Document;H1;Span
O,I-TOC,...........................................................................................................................................................,3,612,1008,BCDKEE+ArialNarrow,#444,178,494,167,176,2183,4,P,Document;Span
O,I-TOC,7,3,612,1008,BCDKEE+ArialNarrow,#444,494,498,167,176,2183,5,Span,Document;Link
O,I-TOC,1,3,612,1008,BCDKEE+ArialNarrow,#444,113,118,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,Le,3,612,1008,BCDNEE+ArialNarrow,#444,133,142,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,plan,3,612,1008,BCDNEE+ArialNarrow,#444,144,158,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,d’urbanisme,3,612,1008,BCDNEE+ArialNarrow,#444,160,200,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,de,3,612,1008,BCDNEE+ArialNarrow,#444,202,210,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,la,3,612,1008,BCDNEE+ArialNarrow,#444,212,218,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,Ville,3,612,1008,BCDNEE+ArialNarrow,#444,220,234,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,–,3,612,1008,BCDNEE+ArialNarrow,#444,236,240,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,Contexte,3,612,1008,BCDKEE+ArialNarrow,#444,242,272,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,et,3,612,1008,BCDKEE+ArialNarrow,#444,274,280,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,démarche,3,612,1008,BCDKEE+ArialNarrow,#444,282,315,184,193,2200,7,Span,H1;Link;Span
O,I-TOC,.......................................................................................,3,612,1008,BCDKEE+ArialNarrow,#444,316,494,184,193,2200,8,P,H1;Span
O,I-TOC,8,3,612,1008,BCDKEE+ArialNarrow,#444,494,498,184,193,2200,9,Span,H1;Link
O,I-TOC,1.1,3,612,1008,BCDKEE+ArialNarrow,#444,113,124,201,210,2217,11,Span,H1;Link;Span
