sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
B-Titre,B-Titre,TITRE,1,612,792,RVDFZL+Gilroy-Bold,#fff,54,114,642,666,642,0,H1,Document;Sect;H1
I-Titre,I-Titre,1,1,612,792,RVDFZL+Gilroy-Bold,#fff,120,129,642,666,642,0,H1,Document;Sect;H1
I-Titre,I-Titre,Déclarations,1,612,792,RVDFZL+Gilroy-Bold,#fff,167,310,642,666,642,0,H1,Document;Sect;H1
I-Titre,I-Titre,et,1,612,792,RVDFZL+Gilroy-Bold,#fff,316,339,642,666,642,0,H1,Document;Sect;H1
I-Titre,I-Titre,explications,1,612,792,RVDFZL+Gilroy-Bold,#fff,345,481,642,666,642,0,H1,Document;Sect;H1
B-Titre,B-Tete,TITRE,2,612,792,RVDFZL+Gilroy-Bold,#e43,430,452,44,53,836,,Artifact,
I-Titre,I-Tete,1,2,612,792,RVDFZL+Gilroy-Bold,#e43,455,458,44,53,836,,Artifact,
I-Titre,I-Tete,–,2,612,792,RVDFZL+Gilroy-Bold,#e43,460,465,45,52,837,,Artifact,
I-Titre,I-Tete,Déclarations,2,612,792,RVDFZL+Gilroy-Bold,#e43,467,508,45,52,837,,Artifact,
I-Titre,I-Tete,et,2,612,792,RVDFZL+Gilroy-Bold,#e43,510,517,45,52,837,,Artifact,
I-Titre,I-Tete,explications,2,612,792,RVDFZL+Gilroy-Bold,#e43,518,558,45,52,837,,Artifact,
O,B-TOC,CHAPITRE,2,612,792,RVDFZL+Gilroy-Bold,#e43,65,111,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1.1,2,612,792,RVDFZL+Gilroy-Bold,#e43,113,124,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,DISPOSITIONS,2,612,792,RVDFZL+Gilroy-Bold,#e43,142,208,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,DÉCLARATOIRES,2,612,792,RVDFZL+Gilroy-Bold,#e43,211,288,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,...............................................................................................,2,612,792,RVDFZL+Gilroy-Bold,#e43,290,541,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1-3,2,612,792,RVDFZL+Gilroy-Bold,#e43,543,558,95,105,887,4,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,Section,2,612,792,BSBIJR+Gilroy-Regular,#000,75,106,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1.1.1,2,612,792,BSBIJR+Gilroy-Regular,#000,109,122,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,Champ,2,612,792,BSBIJR+Gilroy-Regular,#000,131,162,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,d’application,2,612,792,BSBIJR+Gilroy-Regular,#000,164,219,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,......................................................................................................................................................,2,612,792,BSBIJR+Gilroy-Regular,#000,220,544,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1-3,2,612,792,BSBIJR+Gilroy-Regular,#000,545,557,113,122,905,8,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,CHAPITRE,2,612,792,RVDFZL+Gilroy-Bold,#e43,65,111,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1.2,2,612,792,RVDFZL+Gilroy-Bold,#e43,113,125,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,PRÉSENTATION,2,612,792,RVDFZL+Gilroy-Bold,#e43,142,212,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,DU,2,612,792,RVDFZL+Gilroy-Bold,#e43,214,228,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,RÈGLEMENT,2,612,792,RVDFZL+Gilroy-Bold,#e43,230,285,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,................................................................................................,2,612,792,RVDFZL+Gilroy-Bold,#e43,288,541,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
O,I-TOC,1-4,2,612,792,RVDFZL+Gilroy-Bold,#e43,543,558,130,140,922,12,Reference,Document;Sect;TOC;TOCI;Reference
