sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
B-Titre,B-Titre,RÈGLEMENT,1,612,792,Helvetica-Bold,#000,231,319,404,418,404,11,P,Part;P
I-Titre,I-Titre,402-2014,1,612,792,Helvetica-Bold,#000,322,382,404,418,404,11,P,Part;P
I-Titre,I-Titre,SUR,1,612,792,Helvetica-Bold,#000,115,145,420,434,420,12,P,Part;P
I-Titre,I-Titre,LES,1,612,792,Helvetica-Bold,#000,149,176,420,434,420,12,P,Part;P
I-Titre,I-Titre,PROJETS,1,612,792,Helvetica-Bold,#000,180,245,420,434,420,12,P,Part;P
I-Titre,I-Titre,PARTICULIERS,1,612,792,Helvetica-Bold,#000,249,353,420,434,420,12,P,Part;P
I-Titre,I-Titre,DE,1,612,792,Helvetica-Bold,#000,357,376,420,434,420,12,P,Part;P
I-Titre,I-Titre,"CONSTRUCTION,",1,612,792,Helvetica-Bold,#000,380,497,420,434,420,12,P,Part;P
I-Titre,I-Titre,DE,1,612,792,Helvetica-Bold,#000,117,136,436,450,436,12,P,Part;P
I-Titre,I-Titre,MODIFICATION,1,612,792,Helvetica-Bold,#000,140,243,436,450,436,12,P,Part;P
I-Titre,I-Titre,OU,1,612,792,Helvetica-Bold,#000,247,268,436,450,436,12,P,Part;P
I-Titre,I-Titre,D'OCCUPATION,1,612,792,Helvetica-Bold,#000,272,379,436,450,436,12,P,Part;P
I-Titre,I-Titre,D'UN,1,612,792,Helvetica-Bold,#000,383,417,436,450,436,12,P,Part;P
I-Titre,I-Titre,IMMEUBLE,1,612,792,Helvetica-Bold,#000,420,495,436,450,436,12,P,Part;P
I-Titre,I-Titre,(PPCMOI),1,612,792,Helvetica-Bold,#000,274,338,452,467,452,12,P,Part;P
B-Titre,B-Tete,Règlement,4,612,792,Helvetica-Bold,#000,405,477,37,51,2413,,Artifact,
I-Titre,I-Tete,402-2014,4,612,792,Helvetica-Bold,#000,481,540,37,51,2413,,Artifact,
I-Titre,I-Tete,Sur,4,612,792,Helvetica,#000,230,249,53,65,2429,,Artifact,
I-Titre,I-Tete,les,4,612,792,Helvetica,#000,252,267,53,65,2429,,Artifact,
I-Titre,I-Tete,projets,4,612,792,Helvetica,#000,271,307,53,65,2429,,Artifact,
I-Titre,I-Tete,particuliers,4,612,792,Helvetica,#000,310,368,53,65,2429,,Artifact,
I-Titre,I-Tete,de,4,612,792,Helvetica,#000,371,385,53,65,2429,,Artifact,
I-Titre,I-Tete,"construction,",4,612,792,Helvetica,#000,388,456,53,65,2429,,Artifact,
I-Titre,I-Tete,de,4,612,792,Helvetica,#000,459,473,53,65,2429,,Artifact,
I-Titre,I-Tete,modification,4,612,792,Helvetica,#000,476,540,53,65,2429,,Artifact,
I-Titre,I-Tete,ou,4,612,792,Helvetica,#000,317,330,67,79,2443,,Artifact,
I-Titre,I-Tete,d'occupation,4,612,792,Helvetica,#000,333,400,67,79,2443,,Artifact,
I-Titre,I-Tete,d'un,4,612,792,Helvetica,#000,404,426,67,79,2443,,Artifact,
I-Titre,I-Tete,immeuble,4,612,792,Helvetica,#000,429,481,67,79,2443,,Artifact,
I-Titre,I-Tete,(PPCMOI),4,612,792,Helvetica,#000,485,540,67,79,2443,,Artifact,
O,I-Tete,Codification,4,612,792,Helvetica-Oblique,#000,382,429,85,94,2461,,Artifact,
O,I-Tete,administrative,4,612,792,Helvetica-Oblique,#000,431,487,85,94,2461,,Artifact,
O,I-Tete,:,4,612,792,Helvetica-Oblique,#000,489,492,85,94,2461,,Artifact,
O,I-Tete,2019-02-06,4,612,792,Helvetica-Oblique,#000,494,540,85,94,2461,,Artifact,
O,B-Article,Article,4,612,792,Helvetica-Bold,#000,72,109,116,128,2492,0,P,Part;P
O,I-Article,2,4,612,792,Helvetica-Bold,#000,113,119,116,128,2492,0,P,Part;P
O,I-Article,:,4,612,792,Helvetica-Bold,#000,123,127,116,128,2492,0,P,Part;P
O,I-Article,OBJET,4,612,792,"Arial,Bold",#000,131,171,116,128,2492,0,P,Part;P
O,I-Article,DU,4,612,792,"Arial,Bold",#000,174,191,116,128,2492,0,P,Part;P
O,I-Article,RÈGLEMENT,4,612,792,"Arial,Bold",#000,195,270,116,128,2492,0,P,Part;P
O,I-Article,ET,4,612,792,"Arial,Bold",#000,273,289,116,128,2492,0,P,Part;P
O,I-Article,DOMAINE,4,612,792,"Arial,Bold",#000,292,348,116,128,2492,0,P,Part;P
O,I-Article,D’APPLICATION,4,612,792,"Arial,Bold",#000,352,445,116,128,2492,0,P,Part;P
O,B-Alinea,Le,4,612,792,Helvetica,#000,72,85,142,154,2518,1,P,Part;P
O,I-Alinea,conseil,4,612,792,Helvetica,#000,89,126,142,154,2518,1,P,Part;P
O,I-Alinea,peut,4,612,792,Helvetica,#000,130,153,142,154,2518,1,P,Part;P
O,I-Alinea,"autoriser,",4,612,792,Helvetica,#000,156,206,142,154,2518,1,P,Part;P
O,I-Alinea,sur,4,612,792,Helvetica,#000,210,226,142,154,2518,1,P,Part;P
O,I-Alinea,demande,4,612,792,Helvetica,#000,230,280,142,154,2518,1,P,Part;P
O,I-Alinea,et,4,612,792,Helvetica,#000,283,293,142,154,2518,1,P,Part;P
O,I-Alinea,aux,4,612,792,Helvetica,#000,297,316,142,154,2518,1,P,Part;P
O,I-Alinea,conditions,4,612,792,Helvetica,#000,319,373,142,154,2518,1,P,Part;P
O,I-Alinea,prévues,4,612,792,Helvetica,#000,377,419,142,154,2518,1,P,Part;P
O,I-Alinea,au,4,612,792,Helvetica,#000,423,436,142,154,2518,1,P,Part;P
O,I-Alinea,présent,4,612,792,Helvetica,#000,440,480,142,154,2518,1,P,Part;P
O,I-Alinea,"règlement,",4,612,792,Helvetica,#000,483,540,142,154,2518,1,P,Part;P
O,I-Alinea,un,4,612,792,Arial,#000,72,85,156,168,2532,1,P,Part;P
O,I-Alinea,projet,4,612,792,Arial,#000,91,121,156,168,2532,1,P,Part;P
O,I-Alinea,particulier,4,612,792,Arial,#000,127,179,156,168,2532,1,P,Part;P
O,I-Alinea,de,4,612,792,Arial,#000,185,198,156,168,2532,1,P,Part;P
O,I-Alinea,"construction,",4,612,792,Arial,#000,204,272,156,168,2532,1,P,Part;P
O,I-Alinea,de,4,612,792,Arial,#000,278,291,156,168,2532,1,P,Part;P
O,I-Alinea,modification,4,612,792,Arial,#000,297,361,156,168,2532,1,P,Part;P
O,I-Alinea,ou,4,612,792,Arial,#000,367,380,156,168,2532,1,P,Part;P
O,I-Alinea,d’occupation,4,612,792,Arial,#000,386,453,156,168,2532,1,P,Part;P
O,I-Alinea,d’un,4,612,792,Arial,#000,459,482,156,168,2532,1,P,Part;P
O,I-Alinea,immeuble,4,612,792,Arial,#000,488,540,156,168,2532,1,P,Part;P
